label,noun_count_percent,adj_count_percent,adv_count_percent,pro_count_percent,char_count,word_density,punctuation_count,upper_case_word_count,vader_pos,vader_neg,vader_neu,vader_compound,response,Response_emotion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emotional_sim_response/context/0,Emotional_sim_response/context/1,valence_diff,arousal_diff,dominance_diff
SARCASM,0.142857143,0,0,0.071428571,5.142857143,0.367346939,0.285714286,0.214285714,0,0.35,0.65,0.1706,Blocked by Tory stooge and coward   for correcting him !    ,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076664127,0.041853716,-1.599,0.031,-1.071
SARCASM,0.152173913,0.043478261,0,0.02173913,4.913043478,0.106805293,0.282608696,0.086956522,0.029,0.066,0.905,0.32025,"      Laws are in rugby ... football are rules . #VAR and the general grey areas in football ( which can all be avoided ) , bring the game into disrepute , which is the biggest rule breaker they have every season !",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012745553,0.009105666,-0.24,-0.21,-0.409
SARCASM,0.269230769,0,0,0.115384615,4.884615385,0.187869822,0.153846154,0.038461538,0.048,0.248,0.704,0.1247,"  "" we want to ban people who would persecute others based on religion , so we will select those people based on religion """,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025051241,0.121442957,-0.232,0.001,0.202
SARCASM,0.071428571,0.071428571,0,0,5.428571429,0.387755102,0.357142857,0.214285714,0.253,0,0.747,0.7621,    And whatever the Donald days MUST be true ! ! #donniedoesntgetit,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0773215,0.032461597,0.776,-0.553,0.172
SARCASM,0.227272727,0.045454545,0,0.045454545,4.590909091,0.208677686,0.454545455,0.136363636,0,0,1,0.5,      ... tone it down - that ’ s the fastest looch has skated in months ! ! #JustKidding,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005149863,0.080946048,-0.14,0.415,-1.19
SARCASM,0.157894737,0.052631579,0.157894737,0.052631579,4.894736842,0.257617729,0.210526316,0.105263158,0,0,1,0.5,"    Upon a clearer observation , isn't it quite obvious this was not an attempt at be",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0154172,0.126196693,-0.036,-0.196,-0.092
SARCASM,0.142857143,0,0,0,4.428571429,0.316326531,0.285714286,0.142857143,0.187,0,0.813,0.6591,"    But of course , the Ministry of Truth has spoken .",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71922832,0.072566929,-0.218,0.274,-0.198
SARCASM,0.148148148,0,0.111111111,0,4.62962963,0.171467764,0.111111111,0.037037037,0.151,0,0.849,0.73835,  oh the duh duh duh duh . Yeah okay bro hasn't done anything for the city of chicago now wants to go there for symbolism,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.144859067,0.269545274,-0.454,0.112,-0.544
SARCASM,0.125,0,0,0.041666667,4.166666667,0.173611111,0.291666667,0.125,0.126,0.126,0.747,0.5,"    For wearing a sweater . And having a cake . Yeah , I forgot , no rainbows in the Bible .",sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.239934186,0.214049036,0.182,-0.105,-0.17
SARCASM,0.105263158,0.052631579,0.052631579,0.105263158,4.421052632,0.232686981,0.263157895,0.263157895,0.262,0,0.738,0.7997,"    "" I am a Founder too . I founded some beautiful buildings all over NYC """,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004857758,0.028863109,0.47,0.196,-0.003
SARCASM,0.203703704,0.037037037,0.074074074,0.092592593,4.611111111,0.085390947,0.240740741,0.12962963,0,0.128,0.872,0.14715,"    I have to say ... Every time I saw   on talking about being around ' flippers ' for most of his life and how maybe it should be illegal , I couldn't help hear & crack up about the 🚔 sirens getting louder in the background 😁 😄 😂 <URL>",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179727833,0.266333861,-0.324,0.026,-0.151
SARCASM,0.130434783,0.043478261,0.086956522,0.086956522,4.913043478,0.213610586,0.260869565,0.086956522,0,0.074,0.926,0.4337,"    my guess is dude prolly never played a day of baseball in his life , but critiques major leaguers ...",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047316485,0.015058772,0.466,0.073,0.308
SARCASM,0.235294118,0,0.058823529,0.117647059,5,0.294117647,0.352941176,0.058823529,0.374,0.133,0.493,0.7997,  it says that there is connection problems ... Good luck getting it resolved . _,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045085522,0.398122093,0.503,0.399,0.641
SARCASM,0.153846154,0.076923077,0,0.153846154,5.846153846,0.449704142,0.230769231,0.153846154,0.108,0.225,0.667,0.33,    You corrected her grammar while committing a grammatical error .,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015153153,0.021211748,-0.433,-0.41,0.12
SARCASM,0.16,0,0,0.16,4.68,0.1872,0.12,0.12,0,0.055,0.945,0.45715,      my dad wanted to name me after Tie Domi but my mom didnt want me named after an article of clothing,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031771508,0.068058832,0.389,0.468,-0.022
SARCASM,0.176470588,0.058823529,0,0.117647059,4.352941176,0.256055363,0.294117647,0.117647059,0.178,0,0.822,0.6901,    It's a fair cop ! Thinking of heading up tomorrow as it goes .,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028235373,0.11070157,0.159,0.784,-0.858
SARCASM,0.208333333,0.041666667,0.166666667,0.083333333,4.958333333,0.206597222,0.291666667,0.125,0,0.249,0.751,0.1757,"  Don t forget Americans sacked   , who now gleefully begs them again , for being too stupid & blunt .  ",sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37411103,0.445764721,-1.128,0.099,-1.564
SARCASM,0.166666667,0,0.166666667,0,4.166666667,0.347222222,0.166666667,0.083333333,0.244,0,0.756,0.7202,  This is an issue better left to the states .,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011407811,0.012956585,-0.713,-0.124,-0.245
SARCASM,0.083333333,0.027777778,0.027777778,0.055555556,5.666666667,0.157407407,0.277777778,0.166666667,0.073,0.06,0.867,0.55135,  If I had 1 million .. I would buy each and everything by paying off the bribe to Myntra Warehouse Employees 🤣 🤣 🙈 🙈 Join in guys     #MyntraEORS #EORSGameZone #IndiasBiggestFashionSale <URL>,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392959475,0.331870594,-0.287,-0.078,0.048
SARCASM,0.214285714,0.071428571,0,0.142857143,5.642857143,0.403061224,0.285714286,0.142857143,0,0,1,0.5,  Would you mind providing update ? Refund my money ASAP #Pain #RefundMoney,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100908474,0.369189085,1.39,1.264,0.44
SARCASM,0.153846154,0,0,0.153846154,4.384615385,0.337278107,0.307692308,0.230769231,0,0.448,0.552,0.0963,      What the hell would they have to lose ?,fear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031082268,0.043166692,-1.004,0.483,-0.551
SARCASM,0.214285714,0.071428571,0.071428571,0.142857143,4.785714286,0.341836735,0.285714286,0.142857143,0,0,1,0.5,    you're right we don't see this every week from wilson 😂,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118398254,0.023781986,-0.32,0.026,-0.106
SARCASM,0.173913043,0,0.043478261,0.130434783,4.608695652,0.200378072,0.434782609,0.086956522,0,0.18,0.82,0.2447,"    "" The stupids "" says the woman who doesn't know the difference between "" your "" and "" you're """,sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00762942,0.074108836,-0.519,-0.601,-0.016
SARCASM,0.083333333,0,0,0,5.666666667,0.472222222,0.166666667,0,0,0.237,0.763,0.28925,Fate of India lies in the hands of politicians . #MyCapitalAmaravati,sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021866629,0.044224096,-1.686,0.732,-0.846
SARCASM,0.238095238,0.047619048,0,0.047619048,4.523809524,0.215419501,0.380952381,0.095238095,0.111,0.246,0.643,0.4614,"    that's what religion is wishing and waiting for . "" 2nd coming "" blah blah blah . _",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143998708,0.016339203,0.119,-0.143,0.199
SARCASM,0.214285714,0.071428571,0.071428571,0.071428571,5.357142857,0.382653061,0.071428571,0.071428571,0.299,0,0.701,0.78595,  you have to admit the diversity of the trump supporters is incredible,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114004478,0.123859005,0.92,-0.802,0.275
SARCASM,0.15,0.05,0.05,0.05,5.3,0.265,0.35,0.15,0.239,0,0.761,0.7624,"      looks like Curtis Montague's three rings can't stop his hairline from "" striking out "" 😬",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00899801,0.007184098,-0.594,0.361,-0.835
SARCASM,0.157894737,0.052631579,0.052631579,0,5.052631579,0.265927978,0.210526316,0.210526316,0,0.13,0.87,0.33,      man dragging UK back to 1953 to suit own agenda accuses others of narcissism ?,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022524673,0.066724438,-1.018,-0.675,-0.508
SARCASM,0.076923077,0.115384615,0.038461538,0.038461538,4.769230769,0.183431953,0.115384615,0.076923077,0,0.103,0.897,0.3409,    There was a Poppy seller in town yesterday - in a disused shop doorway next to a homeless man who fought in Iraq,sadness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13114829,0.05568039,-1.095,0.68,-0.664
SARCASM,0.166666667,0,0.111111111,0.111111111,4.222222222,0.234567901,0.333333333,0.055555556,0,0.167,0.833,0.352,  - a #trumper redefining & #lies no longer a novelty - all of you do it,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.347878607,0.078981975,-1.203,0.733,0.037
SARCASM,0.235294118,0,0.058823529,0.117647059,4.411764706,0.259515571,0.352941176,0.176470588,0,0.29,0.71,0.19965,"      So if you don't like an opinion , you resort to insults ?",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.181536227,0.07270171,-0.004,0.361,0.119
SARCASM,0.12244898,0.020408163,0.020408163,0.06122449,4.897959184,0.099958351,0.265306122,0.081632653,0.069,0.109,0.823,0.40325,"  Just so you know . This is from McCaffrey's Bio . "" He has been elected to the Board of Directors of CRC Health Corporation , the National Association of Drug Court Professionals ( NADCP ) "" . So he has no conflict of interest . <URL>",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0387208,0.023793865,-0.371,-0.013,-0.214
SARCASM,0.228571429,0.028571429,0.057142857,0.028571429,6,0.171428571,0.114285714,0.085714286,0,0.439,0.561,0.02145,"  Indeed , 8 million people are caged with million RSS NAZI oriented war criminals suffering from complete communications blackout . Still we activists are getting blocked for exposing war crimes of India .",fear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15644762,0.225703619,-0.688,0.79,-0.648
SARCASM,0.208333333,0.083333333,0.041666667,0.020833333,5.9375,0.123697917,0.25,0.041666667,0.049,0.317,0.633,0.0266,"    Iran would not have been annihilated , imo , but we would have entered into another never-ending war and terrorist threats to Americans & westerners would have dramatically increased worldwide . The only thing preventing this was Iran's ( ! ) rational , restrained behavior",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166719712,0.007531945,-0.396,0.394,-0.083
SARCASM,0.086956522,0.130434783,0.086956522,0.086956522,5.434782609,0.236294896,0.173913043,0.086956522,0.259,0.188,0.553,0.62925,    So you act hatefully to those that don't share your childish view of the acceptable consequences of free speech .,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095755254,0.108048559,1.241,-0.555,1.042
SARCASM,0.066666667,0.066666667,0.066666667,0.133333333,4.733333333,0.315555556,0.333333333,0.2,0.602,0,0.398,0.9509,      yeah ! You only care about rich celebrities like me !,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11044541,0.119208619,0.586,0.757,0.188
SARCASM,0.227272727,0.045454545,0.045454545,0.136363636,4.818181818,0.219008264,0.181818182,0.045454545,0.174,0.145,0.681,0.4614,  What flavor sucker would you want Larry ? I've seen this cherry one that seems to be popular - Chris,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051416861,0.030025898,0.151,-0.197,-0.194
SARCASM,0.181818182,0,0.090909091,0.090909091,5.454545455,0.247933884,0.181818182,0.090909091,0,0,1,0.5,  the Intel briefing would have told him the issue was already over by the time he tweeted . #edumacation #CHAIINUHH,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060079973,0.108250291,0.096,-0.427,-0.138
SARCASM,0.083333333,0.083333333,0,0,3.916666667,0.326388889,0.25,0.083333333,0.369,0,0.631,0.81195,"  Wow , that requires a whole lot of coal !",surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022898444,0.461350434,-0.475,-0.6,-0.243
SARCASM,0.151515152,0.090909091,0.03030303,0.121212121,4.666666667,0.141414141,0.181818182,0.090909091,0.085,0.061,0.854,0.60115,      And since the famous Bette Middler it has to be true . I've seen her on tv with my own eyes . The View is just another propaganda outlet,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085312078,0.073389536,0.132,0.089,-0.34
SARCASM,0.193548387,0,0.064516129,0.193548387,4.903225806,0.158168574,0.290322581,0.064516129,0,0.228,0.772,0.0937,"    His statement in no way defends President Trump , but you're too blinded by your hatred for him that you cant tell . Yet , your response ...",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062815611,0.066110633,-0.053,-0.296,-0.273
SARCASM,0.105263158,0,0.105263158,0.052631579,4.421052632,0.232686981,0.368421053,0.157894737,0.277,0,0.723,0.77915,      Yeah . She only has 60k + followers . Nothing for to worry about .,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.254451522,0.154358307,-1.673,0.53,-1.188
SARCASM,0.142857143,0,0.071428571,0.142857143,5.714285714,0.408163265,0.428571429,0.214285714,0,0.134,0.866,0.41105,"    Man , you guys take your customer service seriously #WowSoFast <URL>",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177387663,0.073244286,-0.099,-0.168,-0.497
SARCASM,0.173913043,0.043478261,0,0.043478261,4.304347826,0.187145558,0.173913043,0.086956522,0.086,0.196,0.718,0.2447,"    on top of that , u r asking this ques to some 1 who has been reprimanded for violence _",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019003501,0.269665838,-0.532,0.462,-0.539
SARCASM,0.208333333,0.041666667,0,0.125,5.166666667,0.215277778,0.25,0.083333333,0.135,0,0.865,0.71075,"    who are the "" political opponents "" who hired this foreigner to meddle in our elections * whispers * Hillary lol",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.343151644,0.064281666,0.011,0.25,-0.138
SARCASM,0.083333333,0.027777778,0,0.027777778,5.944444444,0.165123457,0.277777778,0.138888889,0.212,0.136,0.652,0.71075,"  "" Oye Lucky Lucky Oye "" I would steal each and everything by paying off the bribe 1 million to Myntra Warehouse Employees 🙈 🙈 Join in guys     #MyntraEORS #EORSGameZone #IndiasBiggestFashionSale <URL>",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.328078282,0.331870594,-1.199,0.276,-0.679
SARCASM,0.23255814,0.023255814,0.093023256,0.139534884,4.651162791,0.108166577,0.488372093,0.093023256,0.158,0,0.842,0.8738,"      .. wait .. what ? ... is this dubbed ? .. How can it be I agree with ? .. surely she hasn't changed her mind because that would mean she is an unprincipled #Hypocrite today , right ?",fear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000555124,0.503265302,0.11,-0.243,-0.001
SARCASM,0.133333333,0.2,0.066666667,0.066666667,5.8,0.386666667,0.133333333,0.066666667,0.329,0,0.671,0.82985,  They are also banning free movement of citizens from certain european countries .,fear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.140694424,0.083272029,0.258,-0.211,0.574
SARCASM,0.1875,0,0,0.0625,4.5625,0.28515625,0.3125,0.125,0,0.371,0.629,0.1757,    We are living between extremists and ( 2 no ) fake liberals .,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150337937,0.266165354,-0.454,0.895,0.115
SARCASM,0.209302326,0.046511628,0.069767442,0.186046512,4.790697674,0.111411574,0.162790698,0.023255814,0.081,0.294,0.624,0.0472,  Oh but the donors from insurance corps don't want that . Can we deprive them of millions of $ because we are so selfish we think we deserve health care ? Neolibs stupid if they think we don't see it .,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078945984,0.18190908,0.092,-0.337,0.443
SARCASM,0.227272727,0.090909091,0,0.090909091,4.454545455,0.202479339,0.136363636,0.181818182,0.239,0.13,0.63,0.6909,      I ’ m glad the Tories are the party of law and order otherwise it could be worse,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251440719,0.26671713,0.732,-0.434,0.46
SARCASM,0.208333333,0,0,0.041666667,5,0.208333333,0.083333333,0.125,0.083,0.091,0.827,0.4742,    Hey Mr Big Nuts could have landed his chopper and retrieved the bodies in 10 minutes god the SAS are pussies,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174472221,0.006632042,0.108,0.312,-0.158
SARCASM,0.153846154,0.038461538,0.038461538,0.038461538,6.038461538,0.232248521,0.153846154,0.115384615,0.16,0.213,0.627,0.29905,      Amazing how Donald Trump provoked the Iranians to start committing terrorist acts against America 37 years before he became the President .,surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075780637,0.370470498,-0.431,0.517,-0.27
SARCASM,0.05,0.1,0,0,4.5,0.225,0.3,0.15,0.202,0,0.798,0.7553,  8 weeks tops . Same duration as a product of conception is an embryo . _    ,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17525563,0.024547094,0.377,-0.047,-0.311
SARCASM,0.210526316,0,0.157894737,0.052631579,4.736842105,0.249307479,0.263157895,0.105263158,0.227,0,0.773,0.81245,    awesome . Lectured by a guy who doesn't know that not all Germans were nazis .,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264062137,0.377639002,0.747,0.482,0.466
SARCASM,0.090909091,0.090909091,0.045454545,0.136363636,4.954545455,0.225206612,0.227272727,0.136363636,0.104,0,0.896,0.6366,"      Well , we could put them all in little conformist uniforms and give them little red books .",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066663235,0.091602477,0.143,0.378,0.086
SARCASM,0.08,0,0.04,0.08,4.52,0.1808,0.12,0.12,0.428,0.052,0.52,0.93895,  Kind of like your status in the USA . I hope all the evangelicals pray hard after this ‘ brilliant ’ move .,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205842974,0.193209077,0.845,0.44,0.638
SARCASM,0.181818182,0.036363636,0.072727273,0.054545455,4.527272727,0.08231405,0.218181818,0.036363636,0.092,0.274,0.634,0.0467,"    Kids are innocent , those are criminals , so they get in prison like an adult . You have to learn the difference . Karens kids never do wrong , if so , anybody else is to blame , but those innercity kids , rotten to the core , ban them .",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13504423,0.172775779,-0.331,0.039,-0.28
SARCASM,0.076923077,0.076923077,0,0.230769231,4.538461538,0.349112426,0.538461538,0.153846154,0,0,1,0.5,"  Bahahahahahaha __ and you know I me some , sistah ___",joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022101128,0.002975926,0.454,-0.983,-0.224
SARCASM,0.1,0,0.2,0,5.8,0.58,0.1,0.1,0,0.36,0.64,0.16475,  the laws against suicide only penalize the survivors,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.330010271,0.152210385,-0.862,0.341,-0.504
SARCASM,0.125,0,0.0625,0,5.75,0.359375,0.375,0.1875,0,0.381,0.619,0.0799,      But that would make the Network constantly calling Trump racist ... Racist,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139136357,0.101647011,-0.963,-0.173,0.006
SARCASM,0.260869565,0.043478261,0.086956522,0.173913043,4.869565217,0.211720227,0.173913043,0.086956522,0,0,1,0.5,    But but but if it's taxpayer funded it should only be the minimum wage coz it's our money not theirs,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06532205,0.135640695,0.108,-0.187,-0.212
SARCASM,0.368421053,0,0.052631579,0.105263158,5.736842105,0.301939058,0.315789474,0.105263158,0,0,1,0.5,    my point was that spiked are left wing & pro-immigration while the people re-tweeting them aren't,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071277503,0.026066758,-0.375,0.046,-0.233
SARCASM,0.083333333,0.083333333,0.083333333,0.166666667,5.166666667,0.430555556,0.166666667,0.166666667,0,0,1,0.5,    and yet you offer your unsolicited gems of insight,joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.190823597,0.061319681,0.132,0.205,-0.345
SARCASM,0.25,0,0.083333333,0,5.666666667,0.472222222,0.25,0.25,0,0.254,0.746,0.23665,    Said the person that believes the constantly lying  ,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023441625,0.086244147,-0.547,-0.024,0.38
SARCASM,0.2,0.1,0.16,0.04,5.38,0.1076,0.22,0.06,0.121,0.035,0.844,0.80295,"    Still vaporware . Routing is still unsolved , so small devices will not be able to route for themselves if the networks grows substantially like it's supposed to . Hmmmm . Almost like new criticisms don't invalidate old ones . Bitcoin scales . LN does not .",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048725517,0.037284244,0.213,-0.08,0.058
SARCASM,0.1875,0.125,0.09375,0,3.96875,0.124023438,0.1875,0.03125,0,0.396,0.604,0.0454,"  no . This is how i react when a racist is elected to lead people of color . Bet , u say ur not racist ? Support one tho .",anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001349706,0.118332347,0.563,-0.575,0.576
SARCASM,0.078431373,0.019607843,0.078431373,0.039215686,5.431372549,0.106497501,0.196078431,0.039215686,0.188,0.205,0.607,0.2813,    Yep . Neo-nazi ’ s threatening violence because * gasp * universal background checks & limiting a person to only purchasing 1 gun a month ! The nerve of these politicians . Funny how 2nd amendment nut jobs only like the Constitution when it favors their viewpoint !,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.241780028,0.045181395,-0.534,0.658,-0.662
